store_id,year,products,rating
18823,2011,0,0
18823,2012,1,5
18824,2010,0,0
18824,2011,0,0
18824,2012,0,0
18827,2010,0,0
18827,2011,1,5
18827,2012,0,0
18828,2010,0,5
18828,2011,0,0
18828,2012,0,0
18832,2010,1,5
18832,2011,0,0
18832,2012,0,0
18842,2010,0,0
18842,2011,2,5
18842,2012,1,1
18844,2010,0,0
18844,2011,3,4
18844,2012,5,4
18848,2010,0,0
18848,2011,11,2
18848,2012,4,3
18849,2010,0,0
18849,2011,0,0
18849,2012,0,0
18850,2010,1,5
18850,2011,2,1
18850,2012,5,2
18858,2010,1,3
18858,2011,0,4
18858,2012,0,0
18864,2010,0,0
18864,2011,0,0
18864,2012,0,0
18865,2010,1,5
18865,2011,1,3
18865,2012,0,0
18867,2010,0,0
18867,2011,1,5
18867,2012,0,0
18880,2010,0,0
18880,2011,0,0
18880,2012,1,1
18884,2010,2,4
18884,2011,10,3
18884,2012,3,4
18888,2010,5,4
18888,2011,7,4
18888,2012,17,4
18889,2010,0,0
18889,2011,0,0
18889,2012,0,1
18890,2010,0,0
18890,2011,0,0
18890,2012,0,0
18891,2010,0,0
18891,2011,0,0
18891,2012,0,0
18894,2010,0,5
18894,2011,0,0
18894,2012,0,0
18895,2010,4,4
18895,2011,12,4
18895,2012,2,3
18896,2010,0,0
18896,2011,4,5
18896,2012,9,4
18897,2010,0,0
18897,2011,0,0
18897,2012,0,0
18898,2010,3,4
18898,2011,2,3
18898,2012,0,0
18903,2010,0,0
18903,2011,1,1
18903,2012,0,0
18916,2010,6,4
18916,2011,9,4
18916,2012,13,4
18917,2010,1,5
18917,2011,0,0
18917,2012,0,0
18920,2010,3,3
18920,2011,0,0
18920,2012,0,0
18922,2010,0,0
18922,2011,0,0
18922,2012,2,1
18931,2010,0,0
18931,2011,1,4
18931,2012,1,5
18934,2010,2,2
18934,2011,0,0
18934,2012,0,0
18939,2010,3,2
18939,2011,1,5
18939,2012,0,0
18946,2010,5,5
18946,2011,0,5
18946,2012,0,5
18948,2010,0,5
18948,2011,0,3
18948,2012,0,2
18950,2010,0,0
18950,2011,0,0
18950,2012,0,0
18951,2010,4,4
18951,2011,0,1
18951,2012,3,5
18953,2010,0,0
18953,2011,0,0
18953,2012,0,0
18961,2010,22,5
18961,2011,22,4
18961,2012,11,4
18962,2010,6,2
18962,2011,4,3
18962,2012,26,4
18965,2010,0,0
18965,2011,2,3
18965,2012,0,0
18969,2010,0,0
18969,2011,17,3
18969,2012,7,3
18974,2010,9,5
18974,2011,6,4
18974,2012,3,5
18980,2010,2,5
18980,2011,1,3
18980,2012,1,5
18985,2010,1,4
18985,2011,0,0
18985,2012,0,0
18988,2010,1,1
18988,2011,0,0
18988,2012,0,0
18996,2010,2,3
18996,2011,9,4
18996,2012,17,4
18998,2010,0,0
18998,2011,0,0
18998,2012,0,0
19002,2010,1,5
19002,2011,3,4
19002,2012,0,0
19006,2010,1,1
19006,2011,0,0
19006,2012,3,4
19010,2010,0,2
19010,2011,1,2
19010,2012,0,1
19019,2010,0,0
19019,2011,0,0
19019,2012,2,5
19020,2010,0,0
19020,2011,0,1
19020,2012,0,0
19027,2010,1,5
19027,2011,0,0
19027,2012,0,0
19030,2010,0,0
19030,2011,1,5
19030,2012,0,3
19031,2010,1,5
19031,2011,0,0
19031,2012,0,0
19038,2010,1,1
19038,2011,1,4
19038,2012,0,0
19041,2010,0,0
19041,2011,8,4
19041,2012,2,3
19049,2010,0,5
19049,2011,0,0
19049,2012,0,0
19064,2010,0,0
19064,2011,0,0
19064,2012,1,4
19077,2010,1,5
19077,2011,3,3
19077,2012,0,5
19081,2010,2,4
19081,2011,0,0
19081,2012,0,0
19083,2010,0,0
19083,2011,1,5
19083,2012,2,4
19091,2010,0,0
19091,2011,0,0
19091,2012,0,0
19094,2010,0,0
19094,2011,0,0
19094,2012,3,5
19104,2010,0,5
19104,2011,0,0
19104,2012,0,0
19109,2010,2,5
19109,2011,1,2
19109,2012,0,0
19113,2010,0,0
19113,2011,0,0
19113,2012,1,2
19115,2010,0,0
19115,2011,0,0
19115,2012,0,0
19123,2010,1,5
19123,2011,1,5
19123,2012,1,5
19130,2010,0,5
19130,2011,2,3
19130,2012,0,0
19131,2010,2,5
19131,2011,6,4
19131,2012,4,4
19141,2010,1,1
19141,2011,3,4
19141,2012,0,4
19161,2010,3,5
19161,2011,10,3
19161,2012,9,3
19164,2010,0,0
19164,2011,1,3
19164,2012,0,0
19171,2010,0,5
19171,2011,0,0
19171,2012,0,0
19172,2010,1,2
19172,2011,0,0
19172,2012,0,0
19175,2010,1,5
19175,2011,0,0
19175,2012,0,0
19176,2010,0,0
19176,2011,0,0
19176,2012,1,5
19177,2010,0,0
19177,2011,0,0
19177,2012,0,0
19179,2010,0,0
19179,2011,0,0
19179,2012,1,5
19183,2010,0,0
19183,2011,0,0
19183,2012,2,5
19186,2010,6,3
19186,2011,1,2
19186,2012,2,3
19187,2010,0,0
19187,2011,1,1
19187,2012,0,0
19193,2010,0,0
19193,2011,0,0
19193,2012,0,0
19198,2010,0,0
19198,2011,1,3
19198,2012,0,5
19199,2010,0,0
19199,2011,10,3
19199,2012,4,2
19200,2010,6,4
19200,2011,5,5
19200,2012,3,5
19207,2010,0,0
19207,2011,0,0
19207,2012,1,5
19209,2010,2,5
19209,2011,4,5
19209,2012,5,3
19212,2010,12,4
19212,2011,16,4
19212,2012,6,3
19213,2010,0,0
19213,2011,0,0
19213,2012,0,0
19223,2010,5,4
19223,2011,4,5
19223,2012,1,3
19227,2010,0,0
19227,2011,0,0
19227,2012,0,0
19237,2010,0,0
19237,2011,1,1
19237,2012,0,0
19240,2010,1,4
19240,2011,1,5
19240,2012,3,3
19242,2010,5,5
19242,2011,6,4
19242,2012,4,4
19243,2010,8,4
19243,2011,1,5
19243,2012,0,0
19246,2010,0,0
19246,2011,0,0
19246,2012,0,0
19254,2010,1,5
19254,2011,0,0
19254,2012,0,0
19256,2010,0,0
19256,2011,1,1
19256,2012,0,0
19266,2010,3,4
19266,2011,5,4
19266,2012,3,4
19278,2010,2,5
19278,2011,0,0
19278,2012,3,4
19279,2010,6,3
19279,2011,19,4
19279,2012,6,3
19282,2010,1,1
19282,2011,0,0
19282,2012,0,0
19290,2010,23,5
19290,2011,7,4
19290,2012,22,4
19293,2010,0,0
19293,2011,0,0
19293,2012,2,5
19304,2010,2,3
19304,2011,0,2
19304,2012,0,3
19307,2010,0,0
19307,2011,0,0
19307,2012,0,0
19310,2010,0,0
19310,2011,0,0
19310,2012,1,5
19312,2010,0,0
19312,2011,1,5
19312,2012,0,4
19315,2010,0,0
19315,2011,0,0
19315,2012,2,5
19329,2010,0,0
19329,2011,0,0
19329,2012,0,3
19335,2010,0,0
19335,2011,0,0
19335,2012,1,5
19336,2010,1,5
19336,2011,1,5
19336,2012,0,5
19338,2010,1,3
19338,2011,1,4
19338,2012,0,0
19339,2010,2,2
19339,2011,0,5
19339,2012,0,1
19340,2010,0,0
19340,2011,2,5
19340,2012,0,0
19342,2010,0,0
19342,2011,0,0
19342,2012,11,3
19343,2010,0,0
19343,2011,0,0
19343,2012,0,0
19353,2010,0,0
19353,2011,5,3
19353,2012,3,4
19362,2010,0,0
19362,2011,3,5
19362,2012,1,5
19368,2010,1,3
19368,2011,0,0
19368,2012,0,0
19370,2010,0,0
19370,2011,0,0
19370,2012,1,5
19375,2010,1,3
19375,2011,1,3
19375,2012,0,4
19384,2010,0,0
19384,2011,3,3
19384,2012,0,0
19386,2010,0,0
19386,2011,0,0
19386,2012,1,3
19388,2010,1,3
19388,2011,3,2
19388,2012,1,3
19390,2010,0,0
19390,2011,1,1
19390,2012,0,0
19392,2010,5,4
19392,2011,1,5
19392,2012,3,2
19393,2010,0,0
19393,2011,1,5
19393,2012,0,0
19395,2010,0,0
19395,2011,1,5
19395,2012,1,4
19400,2010,3,3
19400,2011,14,3
19400,2012,7,3
19404,2010,1,4
19404,2011,1,5
19404,2012,0,0
19408,2010,1,5
19408,2011,0,0
19408,2012,0,0
19418,2010,2,3
19418,2011,2,3
19418,2012,4,4
19420,2010,0,0
19420,2011,1,5
19420,2012,1,5
19423,2010,0,0
19423,2011,1,3
19423,2012,0,0
19427,2010,0,0
19427,2011,1,5
19427,2012,0,5
19429,2010,0,0
19429,2011,4,4
19429,2012,1,5
19438,2010,0,0
19438,2011,0,0
19438,2012,4,4
19441,2010,11,4
19441,2011,27,3
19441,2012,25,4
19443,2010,0,0
19443,2011,0,0
19443,2012,0,0
19444,2010,10,4
19444,2011,12,4
19444,2012,11,4
19445,2010,0,0
19445,2011,0,0
19445,2012,3,1
19453,2010,0,0
19453,2011,3,4
19453,2012,0,5
19459,2010,0,0
19459,2011,0,0
19459,2012,0,0
19466,2010,0,0
19466,2011,0,0
19466,2012,1,1
19468,2010,0,0
19468,2011,0,0
19468,2012,1,5
19472,2010,0,0
19472,2011,1,2
19472,2012,0,0
19477,2010,0,0
19477,2011,3,5
19477,2012,0,0
19480,2010,1,5
19480,2011,0,0
19480,2012,0,0
19488,2010,5,5
19488,2011,0,0
19488,2012,0,0
19489,2010,0,0
19489,2011,0,0
19489,2012,2,4
19491,2010,2,5
19491,2011,0,0
19491,2012,0,0
19500,2010,0,0
19500,2011,1,5
19500,2012,8,3
19506,2010,3,4
19506,2011,2,3
19506,2012,3,4
19509,2010,0,0
19509,2011,0,0
19509,2012,0,1
19511,2010,11,4
19511,2011,5,4
19511,2012,3,3
19512,2010,0,0
19512,2011,0,0
19512,2012,1,3
19514,2010,0,0
19514,2011,2,5
19514,2012,5,4
19517,2010,0,0
19517,2011,0,0
19517,2012,2,5
19523,2010,0,0
19523,2011,0,0
19523,2012,0,0
19524,2010,1,4
19524,2011,0,0
19524,2012,0,0
19525,2010,0,0
19525,2011,0,0
19525,2012,0,0
19527,2010,0,0
19527,2011,1,3
19527,2012,2,1
19528,2010,23,4
19528,2011,25,4
19528,2012,30,4
19530,2010,2,5
19530,2011,9,4
19530,2012,13,4
19536,2010,0,0
19536,2011,1,5
19536,2012,0,0
19538,2010,0,0
19538,2011,1,5
19538,2012,0,1
19541,2010,1,4
19541,2011,2,2
19541,2012,1,5
19547,2010,0,0
19547,2011,0,0
19547,2012,0,0
19565,2010,1,3
19565,2011,1,5
19565,2012,14,5
19566,2010,4,3
19566,2011,3,3
19566,2012,1,1
19568,2010,0,0
19568,2011,2,2
19568,2012,2,2
19571,2010,3,5
19571,2011,3,3
19571,2012,4,3
19580,2010,4,4
19580,2011,38,4
19580,2012,36,4
19582,2010,0,0
19582,2011,1,1
19582,2012,0,0
19583,2010,0,0
19583,2011,0,0
19583,2012,3,2
19587,2010,0,0
19587,2011,0,0
19587,2012,3,5
19589,2010,1,4
19589,2011,2,3
19589,2012,2,5
19592,2010,0,0
19592,2011,0,0
19592,2012,1,5
19599,2010,3,4
19599,2011,0,5
19599,2012,1,5
19601,2010,0,0
19601,2011,0,0
19601,2012,0,0
19602,2010,0,0
19602,2011,0,0
19602,2012,2,5
19606,2010,1,3
19606,2011,1,5
19606,2012,0,1
19608,2010,1,3
19608,2011,0,3
19608,2012,0,0
19609,2010,0,0
19609,2011,1,5
19609,2012,0,0
19619,2010,10,4
19619,2011,1,4
19619,2012,10,4
19625,2010,0,0
19625,2011,0,0
19625,2012,1,3
19632,2010,2,4
19632,2011,1,1
19632,2012,1,3
19635,2010,0,0
19635,2011,0,0
19635,2012,0,0
19637,2010,2,3
19637,2011,0,4
19637,2012,1,3
19641,2010,1,5
19641,2011,2,4
19641,2012,4,3
19645,2010,12,4
19645,2011,14,4
19645,2012,22,4
19648,2010,0,5
19648,2011,0,5
19648,2012,0,5
19649,2010,1,5
19649,2011,0,0
19649,2012,0,0
19653,2010,1,5
19653,2011,0,0
19653,2012,0,0
19655,2010,2,4
19655,2011,2,3
19655,2012,3,4
19659,2010,3,4
19659,2011,3,5
19659,2012,1,5
19664,2010,1,5
19664,2011,2,3
19664,2012,0,0
19667,2010,0,0
19667,2011,0,5
19667,2012,1,3
19668,2010,0,2
19668,2011,1,5
19668,2012,0,0
19669,2010,0,0
19669,2011,0,0
19669,2012,0,0
19676,2010,2,5
19676,2011,0,0
19676,2012,1,5
19677,2010,0,0
19677,2011,0,0
19677,2012,0,0
19689,2010,0,4
19689,2011,0,0
19689,2012,0,0
19691,2010,0,2
19691,2011,0,0
19691,2012,0,0
19693,2010,0,0
19693,2011,5,4
19693,2012,1,2
19696,2010,0,0
19696,2011,0,0
19696,2012,0,0
19697,2010,0,0
19697,2011,0,0
19697,2012,1,1
19704,2010,0,0
19704,2011,0,0
19704,2012,1,2
19706,2010,2,3
19706,2011,4,4
19706,2012,10,3
19710,2010,1,5
19710,2011,0,0
19710,2012,0,0
19713,2010,1,5
19713,2011,1,5
19713,2012,2,5
19715,2010,0,0
19715,2011,0,0
19715,2012,0,0
19721,2010,1,4
19721,2011,0,0
19721,2012,2,2
19726,2010,2,5
19726,2011,3,3
19726,2012,0,3
19727,2010,0,0
19727,2011,1,5
19727,2012,0,0
19731,2010,0,0
19731,2011,0,0
19731,2012,0,0
19733,2010,0,0
19733,2011,0,0
19733,2012,0,0
19735,2010,0,0
19735,2011,1,5
19735,2012,0,0
19736,2010,2,5
19736,2011,1,5
19736,2012,0,4
19737,2010,0,0
19737,2011,0,0
19737,2012,0,0
19739,2010,2,5
19739,2011,0,4
19739,2012,1,5
19754,2010,0,0
19754,2011,1,5
19754,2012,0,2
19763,2010,0,0
19763,2011,0,0
19763,2012,0,0
19779,2010,0,0
19779,2011,1,5
19779,2012,0,0
19781,2010,0,0
19781,2011,0,0
19781,2012,1,5
19782,2010,1,5
19782,2011,1,5
19782,2012,3,5
19785,2010,1,5
19785,2011,1,5
19785,2012,7,4
19788,2010,0,0
19788,2011,1,5
19788,2012,0,0
19795,2010,1,5
19795,2011,1,5
19795,2012,1,5
19796,2010,0,0
19796,2011,1,5
19796,2012,1,5
19802,2010,0,0
19802,2011,1,5
19802,2012,0,0
19803,2010,0,0
19803,2011,0,0
19803,2012,3,4
19811,2010,3,5
19811,2011,3,5
19811,2012,0,1
19814,2010,10,4
19814,2011,13,4
19814,2012,11,4
19821,2010,0,5
19821,2011,1,5
19821,2012,0,5
19823,2010,2,3
19823,2011,0,0
19823,2012,0,0
19825,2010,0,0
19825,2011,0,0
19825,2012,0,0
19829,2010,2,4
19829,2011,3,4
19829,2012,1,3
19838,2010,0,0
19838,2011,1,5
19838,2012,0,0
19841,2010,0,0
19841,2011,1,5
19841,2012,0,0
19845,2010,4,5
19845,2011,26,4
19845,2012,15,4
19848,2010,1,5
19848,2011,1,5
19848,2012,1,3
19849,2010,4,2
19849,2011,0,0
19849,2012,1,1
19855,2010,1,5
19855,2011,0,0
19855,2012,0,0
19867,2010,2,4
19867,2011,0,1
19867,2012,2,3
19871,2010,0,0
19871,2011,1,5
19871,2012,0,1
19875,2010,0,0
19875,2011,1,5
19875,2012,0,0
19880,2010,0,0
19880,2011,2,4
19880,2012,0,2
19883,2010,2,5
19883,2011,0,0
19883,2012,1,4
19892,2010,3,5
19892,2011,1,5
19892,2012,1,4
19898,2010,0,0
19898,2011,0,0
19898,2012,0,0
19902,2010,2,5
19902,2011,1,3
19902,2012,1,4
19919,2010,0,0
19919,2011,0,0
19919,2012,2,3
19926,2010,1,5
19926,2011,2,5
19926,2012,0,0
19927,2010,0,0
19927,2011,0,0
19927,2012,1,5
19932,2010,0,0
19932,2011,1,2
19932,2012,0,0
19950,2010,2,4
19950,2011,0,5
19950,2012,1,3
19956,2010,0,0
19956,2011,2,2
19956,2012,0,1
19958,2010,0,0
19958,2011,1,5
19958,2012,2,3
19964,2010,0,0
19964,2011,1,5
19964,2012,0,0
19974,2010,0,0
19974,2011,0,0
19974,2012,0,0
19975,2010,3,4
19975,2011,16,4
19975,2012,22,4
19985,2010,0,0
19985,2011,3,3
19985,2012,0,0
19987,2010,1,5
19987,2011,0,0
19987,2012,0,0
20000,2010,1,1
20000,2011,1,5
20000,2012,0,0
20007,2010,0,0
20007,2011,0,0
20007,2012,3,4
20010,2010,0,0
20010,2011,8,5
20010,2012,11,4
20016,2010,0,0
20016,2011,0,0
20016,2012,19,4
20018,2010,4,4
20018,2011,2,4
20018,2012,2,3
20021,2010,0,0
20021,2011,6,4
20021,2012,3,4
20025,2010,1,3
20025,2011,0,0
20025,2012,0,0
20026,2010,0,0
20026,2011,1,5
20026,2012,1,1
20028,2010,0,0
20028,2011,1,1
20028,2012,0,0
20032,2010,0,3
20032,2011,0,5
20032,2012,1,5
20035,2010,2,5
20035,2011,0,0
20035,2012,0,0
20038,2010,0,5
20038,2011,0,4
20038,2012,0,0
20041,2010,0,0
20041,2011,1,5
20041,2012,0,0
20053,2010,0,0
20053,2011,2,4
20053,2012,2,4
20058,2010,2,4
20058,2011,2,2
20058,2012,0,5
20066,2010,0,0
20066,2011,0,3
20066,2012,0,0
20070,2010,1,2
20070,2011,3,4
20070,2012,2,3
20071,2010,0,5
20071,2011,0,0
20071,2012,0,0
20078,2010,12,4
20078,2011,20,4
20078,2012,15,3
20091,2010,0,0
20091,2011,1,3
20091,2012,4,5
20095,2010,16,4
20095,2011,24,4
20095,2012,10,4
20097,2010,0,0
20097,2011,1,5
20097,2012,2,5
20107,2010,1,4
20107,2011,3,5
20107,2012,8,5
20112,2010,0,0
20112,2011,0,0
20112,2012,0,0
20113,2010,1,4
20113,2011,2,1
20113,2012,0,1
20122,2010,2,4
20122,2011,2,4
20122,2012,0,5
20123,2010,0,0
20123,2011,2,5
20123,2012,0,0
20129,2010,1,5
20129,2011,1,3
20129,2012,0,5
20130,2010,6,3
20130,2011,8,1
20130,2012,5,2
20134,2010,0,0
20134,2011,1,5
20134,2012,1,1
20135,2010,1,4
20135,2011,1,5
20135,2012,1,4
20136,2010,2,4
20136,2011,1,5
20136,2012,0,4
20140,2010,1,4
20140,2011,2,3
20140,2012,0,5
20142,2010,8,3
20142,2011,13,3
20142,2012,6,2
20144,2010,0,0
20144,2011,0,0
20144,2012,0,0
20147,2010,0,0
20147,2011,1,1
20147,2012,0,0
20150,2010,0,0
20150,2011,0,0
20150,2012,1,1
20153,2010,1,4
20153,2011,1,5
20153,2012,1,5
20154,2010,0,0
20154,2011,0,0
20154,2012,0,0
20155,2010,0,5
20155,2011,1,4
20155,2012,2,4
20157,2010,0,0
20157,2011,3,5
20157,2012,2,5
20160,2010,8,4
20160,2011,3,3
20160,2012,9,3
20161,2010,1,5
20161,2011,1,3
20161,2012,0,0
20166,2010,0,0
20166,2011,0,0
20166,2012,1,4
20167,2010,1,5
20167,2011,1,5
20167,2012,2,5
20168,2010,0,0
20168,2011,1,4
20168,2012,1,5
20169,2010,4,3
20169,2011,2,4
20169,2012,21,4
20171,2010,1,4
20171,2011,3,5
20171,2012,0,5
20173,2010,5,5
20173,2011,7,4
20173,2012,4,3
20181,2010,0,0
20181,2011,0,0
20181,2012,0,0
20190,2010,0,0
20190,2011,1,4
20190,2012,0,5
20192,2010,0,0
20192,2011,1,1
20192,2012,0,0
20195,2010,0,0
20195,2011,0,0
20195,2012,3,3
20201,2010,0,0
20201,2011,2,5
20201,2012,0,0
20203,2010,0,0
20203,2011,0,0
20203,2012,1,3
20208,2010,2,4
20208,2011,5,4
20208,2012,0,0
20210,2010,1,3
20210,2011,13,4
20210,2012,8,4
20214,2010,2,3
20214,2011,1,3
20214,2012,0,5
20219,2010,2,3
20219,2011,0,0
20219,2012,0,0
20222,2010,0,0
20222,2011,0,0
20222,2012,6,5
20224,2010,1,5
20224,2011,2,5
20224,2012,1,5
20232,2010,0,0
20232,2011,3,4
20232,2012,0,0
20234,2010,2,5
20234,2011,2,3
20234,2012,4,4
20240,2010,0,5
20240,2011,3,3
20240,2012,2,3
20241,2010,21,4
20241,2011,13,4
20241,2012,7,4
20243,2010,1,5
20243,2011,1,4
20243,2012,1,0
20249,2010,14,5
20249,2011,52,4
20249,2012,39,4
20264,2010,0,0
20264,2011,0,0
20264,2012,0,0
20265,2010,3,5
20265,2011,3,3
20265,2012,4,4
20268,2010,1,5
20268,2011,3,3
20268,2012,5,4
20269,2010,0,5
20269,2011,0,0
20269,2012,0,0
20273,2010,0,0
20273,2011,0,0
20273,2012,0,0
20278,2010,0,0
20278,2011,0,0
20278,2012,0,0
20280,2010,4,4
20280,2011,5,4
20280,2012,9,4
20288,2010,2,5
20288,2011,3,4
20288,2012,0,0
20292,2010,3,5
20292,2011,9,5
20292,2012,6,4
20294,2010,0,0
20294,2011,1,5
20294,2012,0,0
20301,2010,0,0
20301,2011,0,0
20301,2012,0,0
20303,2010,1,1
20303,2011,2,5
20303,2012,0,5
20306,2010,2,3
20306,2011,0,0
20306,2012,0,0
20307,2010,1,1
20307,2011,3,3
20307,2012,0,5
20308,2010,0,0
20308,2011,14,5
20308,2012,2,5
20309,2010,1,5
20309,2011,2,5
20309,2012,0,0
20316,2010,0,0
20316,2011,0,0
20316,2012,23,4
20319,2010,1,5
20319,2011,1,5
20319,2012,0,0
20320,2010,1,5
20320,2011,1,5
20320,2012,2,5
20321,2010,0,0
20321,2011,0,0
20321,2012,0,0
20330,2010,1,3
20330,2011,1,5
20330,2012,0,0
20336,2010,1,1
20336,2011,0,0
20336,2012,0,0
20337,2010,0,0
20337,2011,3,3
20337,2012,3,4
20341,2010,2,2
20341,2011,6,3
20341,2012,2,4
20343,2010,5,3
20343,2011,1,4
20343,2012,3,2
20347,2010,0,0
20347,2011,1,5
20347,2012,1,5
20355,2010,1,5
20355,2011,4,4
20355,2012,3,3
20356,2010,0,0
20356,2011,0,0
20356,2012,1,1
20358,2010,0,4
20358,2011,1,5
20358,2012,0,5
20361,2010,1,5
20361,2011,0,0
20361,2012,0,0
20368,2010,2,3
20368,2011,5,5
20368,2012,10,4
20372,2010,1,5
20372,2011,0,0
20372,2012,0,0
20374,2010,1,4
20374,2011,1,5
20374,2012,0,0
20378,2010,1,5
20378,2011,16,4
20378,2012,7,4
20385,2010,0,0
20385,2011,4,5
20385,2012,38,4
20388,2010,0,4
20388,2011,2,4
20388,2012,0,0
20393,2010,8,3
20393,2011,5,3
20393,2012,0,3
20395,2010,5,4
20395,2011,1,3
20395,2012,6,4
20398,2010,1,4
20398,2011,1,5
20398,2012,0,0
20400,2010,0,0
20400,2011,2,2
20400,2012,3,2
20404,2010,5,4
20404,2011,23,4
20404,2012,18,4
20409,2010,0,0
20409,2011,0,0
20409,2012,1,5
20412,2010,11,5
20412,2011,0,4
20412,2012,0,5
20415,2010,2,5
20415,2011,1,1
20415,2012,0,1
20418,2010,1,5
20418,2011,0,0
20418,2012,1,5
20421,2010,0,5
20421,2011,0,0
20421,2012,0,0
20422,2010,0,0
20422,2011,0,0
20422,2012,1,1
20424,2010,1,5
20424,2011,2,4
20424,2012,0,2
20428,2010,0,0
20428,2011,0,0
20428,2012,0,0
20429,2010,0,0
20429,2011,1,3
20429,2012,0,0
20432,2010,0,0
20432,2011,1,2
20432,2012,0,0
20436,2010,1,4
20436,2011,0,3
20436,2012,0,2
20447,2010,0,0
20447,2011,0,0
20447,2012,0,0
20448,2010,3,5
20448,2011,3,4
20448,2012,2,1
20456,2010,0,0
20456,2011,0,0
20456,2012,0,0
20464,2010,1,1
20464,2011,1,3
20464,2012,0,0
20469,2010,5,4
20469,2011,6,4
20469,2012,1,5
20473,2010,0,0
20473,2011,1,5
20473,2012,1,5
20476,2010,1,5
20476,2011,0,0
20476,2012,1,2
20483,2010,0,4
20483,2011,0,2
20483,2012,0,2
20488,2010,1,4
20488,2011,1,5
20488,2012,0,0
20489,2010,0,0
20489,2011,0,0
20489,2012,2,5
20499,2010,0,0
20499,2011,5,4
20499,2012,0,4
20503,2010,6,3
20503,2011,9,3
20503,2012,5,3
20506,2010,0,4
20506,2011,0,0
20506,2012,0,0
20508,2010,0,0
20508,2011,0,0
20508,2012,0,0
20509,2010,0,0
20509,2011,0,0
20509,2012,1,5
20510,2010,1,5
20510,2011,2,4
20510,2012,0,0
20511,2010,1,5
20511,2011,0,5
20511,2012,0,0
20512,2010,0,0
20512,2011,0,0
20512,2012,1,5
20513,2010,1,5
20513,2011,0,0
20513,2012,0,0
20517,2010,3,3
20517,2011,0,5
20517,2012,3,3
20518,2010,2,5
20518,2011,1,4
20518,2012,1,5
20519,2010,1,4
20519,2011,0,4
20519,2012,2,5
20527,2010,1,5
20527,2011,1,1
20527,2012,4,2
20532,2010,0,0
20532,2011,0,0
20532,2012,0,0
20533,2010,1,3
20533,2011,2,4
20533,2012,2,5
20536,2010,1,3
20536,2011,0,0
20536,2012,1,5
20541,2010,0,0
20541,2011,3,5
20541,2012,5,3
20542,2010,1,5
20542,2011,0,5
20542,2012,1,1
20544,2010,4,4
20544,2011,0,0
20544,2012,2,5
20545,2010,0,0
20545,2011,0,0
20545,2012,1,5
20548,2010,0,0
20548,2011,1,3
20548,2012,1,3
20552,2010,0,0
20552,2011,0,0
20552,2012,2,2
20567,2010,0,0
20567,2011,0,0
20567,2012,3,3
20569,2010,1,5
20569,2011,0,0
20569,2012,0,0
20576,2010,0,0
20576,2011,0,0
20576,2012,0,0
20584,2010,1,5
20584,2011,0,0
20584,2012,1,5
20586,2010,1,2
20586,2011,0,0
20586,2012,0,0
20598,2010,1,5
20598,2011,0,0
20598,2012,0,0
20602,2010,0,0
20602,2011,1,5
20602,2012,1,5
20604,2010,0,0
20604,2011,0,0
20604,2012,0,5
20606,2010,2,3
20606,2011,1,4
20606,2012,4,5
20616,2010,0,0
20616,2011,1,5
20616,2012,0,0
20618,2010,3,4
20618,2011,2,4
20618,2012,1,5
20619,2010,2,5
20619,2011,0,0
20619,2012,1,5
20624,2010,1,1
20624,2011,0,0
20624,2012,0,0
20629,2010,2,1
20629,2011,0,0
20629,2012,0,0
20635,2010,1,2
20635,2011,3,3
20635,2012,3,4
20637,2010,1,3
20637,2011,1,2
20637,2012,0,0
20639,2010,1,5
20639,2011,1,5
20639,2012,0,0
20642,2010,1,5
20642,2011,0,0
20642,2012,0,0
20647,2010,0,0
20647,2011,4,5
20647,2012,3,4
20651,2010,1,3
20651,2011,1,5
20651,2012,0,5
20658,2010,2,5
20658,2011,17,4
20658,2012,25,4
20659,2010,1,1
20659,2011,0,0
20659,2012,0,0
20668,2010,0,0
20668,2011,1,1
20668,2012,1,1
20674,2010,4,4
20674,2011,40,4
20674,2012,53,4
20677,2010,0,0
20677,2011,0,0
20677,2012,0,5
20678,2010,5,4
20678,2011,0,0
20678,2012,1,5
20684,2010,1,5
20684,2011,0,1
20684,2012,0,0
20688,2010,0,0
20688,2011,0,0
20688,2012,4,5
20693,2010,1,4
20693,2011,3,4
20693,2012,3,4
20711,2010,0,0
20711,2011,0,0
20711,2012,2,5
20712,2010,0,0
20712,2011,1,1
20712,2012,0,0
20713,2010,0,0
20713,2011,0,0
20713,2012,1,5
20715,2010,0,0
20715,2011,0,0
20715,2012,1,4
20716,2010,0,0
20716,2011,1,3
20716,2012,0,0
20717,2010,0,0
20717,2011,16,4
20717,2012,2,5
20719,2010,1,1
20719,2011,0,0
20719,2012,0,0
20733,2010,2,5
20733,2011,2,4
20733,2012,12,4
20736,2010,0,4
20736,2011,0,5
20736,2012,0,5
20738,2010,0,4
20738,2011,0,5
20738,2012,0,5
20741,2010,0,0
20741,2011,0,0
20741,2012,1,5
20742,2010,1,5
20742,2011,0,0
20742,2012,0,0
20746,2010,0,0
20746,2011,0,0
20746,2012,1,5
20754,2010,3,5
20754,2011,3,4
20754,2012,0,0
20756,2010,0,0
20756,2011,0,0
20756,2012,1,5
20764,2010,0,0
20764,2011,0,0
20764,2012,0,0
20772,2010,0,0
20772,2011,0,0
20772,2012,3,2
20783,2010,0,0
20783,2011,2,4
20783,2012,2,5
20785,2010,0,0
