store_id,year,products,rating
493,2012,2,3
510,2010,5,4
510,2011,10,4
510,2012,4,3
512,2010,0,3
512,2011,0,1
512,2012,0,1
517,2010,0,0
517,2011,0,0
517,2012,14,3
531,2010,0,0
531,2011,4,4
531,2012,2,5
535,2010,1,4
535,2011,0,0
535,2012,1,1
537,2010,0,5
537,2011,1,5
537,2012,1,3
538,2010,1,3
538,2011,3,4
538,2012,18,4
552,2010,0,0
552,2011,0,0
552,2012,1,1
553,2010,0,0
553,2011,0,0
553,2012,0,0
561,2010,0,0
561,2011,0,1
561,2012,0,0
562,2010,1,4
562,2011,0,5
562,2012,0,4
565,2010,0,0
565,2011,0,0
565,2012,1,1
576,2010,1,5
576,2011,1,5
576,2012,1,3
582,2010,2,3
582,2011,1,5
582,2012,4,4
594,2010,0,0
594,2011,0,0
594,2012,0,0
600,2010,0,4
600,2011,0,4
600,2012,0,3
603,2010,0,0
603,2011,0,0
603,2012,0,0
605,2010,5,4
605,2011,14,4
605,2012,6,4
621,2010,0,5
621,2011,0,2
621,2012,0,1
623,2010,1,5
623,2011,1,4
623,2012,0,4
629,2010,0,0
629,2011,0,0
629,2012,0,0
637,2010,0,0
637,2011,0,1
637,2012,0,0
639,2010,0,0
639,2011,0,0
639,2012,1,5
646,2010,7,4
646,2011,10,3
646,2012,5,3
651,2010,0,5
651,2011,11,4
651,2012,5,4
668,2010,2,4
668,2011,0,3
668,2012,1,3
670,2010,0,0
670,2011,1,5
670,2012,14,4
678,2010,0,5
678,2011,2,5
678,2012,4,4
686,2010,1,5
686,2011,0,0
686,2012,0,0
694,2010,0,0
694,2011,0,0
694,2012,0,0
702,2010,0,0
702,2011,0,0
702,2012,1,5
709,2010,0,0
709,2011,0,0
709,2012,0,0
712,2010,0,0
712,2011,1,5
712,2012,0,0
713,2010,2,3
713,2011,1,5
713,2012,0,0
715,2010,1,5
715,2011,1,3
715,2012,0,0
717,2010,1,3
717,2011,1,4
717,2012,1,2
726,2010,0,0
726,2011,0,0
726,2012,0,0
735,2010,0,0
735,2011,0,0
735,2012,0,0
736,2010,0,0
736,2011,0,0
736,2012,0,0
739,2010,1,3
739,2011,1,1
739,2012,0,0
743,2010,2,5
743,2011,6,4
743,2012,10,5
745,2010,5,4
745,2011,4,4
745,2012,5,5
746,2010,0,0
746,2011,0,0
746,2012,0,0
762,2010,1,5
762,2011,0,0
762,2012,0,0
763,2010,0,0
763,2011,0,5
763,2012,0,0
767,2010,0,0
767,2011,1,5
767,2012,0,0
768,2010,3,4
768,2011,0,4
768,2012,0,1
771,2010,0,0
771,2011,1,5
771,2012,0,0
779,2010,1,5
779,2011,0,0
779,2012,0,0
780,2010,7,4
780,2011,2,3
780,2012,1,4
781,2010,1,3
781,2011,0,0
781,2012,0,0
784,2010,5,5
784,2011,6,4
784,2012,4,4
793,2010,0,0
793,2011,1,5
793,2012,1,1
794,2010,0,0
794,2011,0,0
794,2012,0,0
795,2010,0,0
795,2011,0,0
795,2012,1,1
801,2010,2,2
801,2011,0,0
801,2012,0,0
803,2010,0,0
803,2011,0,0
803,2012,0,0
804,2010,0,3
804,2011,0,3
804,2012,0,5
815,2010,0,0
815,2011,0,0
815,2012,1,5
817,2010,0,4
817,2011,0,5
817,2012,0,4
830,2010,5,5
830,2011,19,4
830,2012,16,4
833,2010,2,5
833,2011,0,0
833,2012,1,4
843,2010,2,4
843,2011,1,5
843,2012,0,0
846,2010,1,5
846,2011,0,0
846,2012,1,5
857,2010,0,4
857,2011,0,3
857,2012,0,3
860,2010,5,4
860,2011,0,0
860,2012,1,2
864,2010,0,0
864,2011,1,5
864,2012,2,3
867,2010,0,0
867,2011,1,1
867,2012,0,0
878,2010,0,3
878,2011,0,4
878,2012,1,4
879,2010,1,5
879,2011,1,5
879,2012,3,5
889,2010,0,0
889,2011,0,0
889,2012,1,5
897,2010,0,0
897,2011,1,1
897,2012,0,0
904,2010,2,3
904,2011,0,0
904,2012,0,0
905,2010,0,0
905,2011,1,3
905,2012,0,0
911,2010,0,0
911,2011,0,0
911,2012,0,0
914,2010,0,0
914,2011,0,0
914,2012,0,0
916,2010,1,1
916,2011,0,0
916,2012,1,2
923,2010,1,5
923,2011,1,4
923,2012,1,5
933,2010,0,0
933,2011,0,0
933,2012,0,0
936,2010,0,5
936,2011,0,0
936,2012,0,0
940,2010,1,5
940,2011,1,5
940,2012,3,3
942,2010,1,5
942,2011,7,4
942,2012,13,4
946,2010,4,4
946,2011,12,3
946,2012,18,4
960,2010,3,3
960,2011,0,0
960,2012,0,0
961,2010,2,5
961,2011,7,4
961,2012,14,4
964,2010,1,5
964,2011,2,3
964,2012,3,4
971,2010,1,1
971,2011,0,0
971,2012,1,3
972,2010,1,5
972,2011,1,2
972,2012,1,5
985,2010,0,4
985,2011,0,5
985,2012,0,5
991,2010,1,5
991,2011,0,5
991,2012,0,0
994,2010,14,4
994,2011,16,3
994,2012,14,3
997,2010,2,2
997,2011,0,0
997,2012,0,5
1004,2010,0,0
1004,2011,0,0
1004,2012,4,4
1010,2010,1,5
1010,2011,7,5
1010,2012,4,3
1011,2010,1,5
1011,2011,11,4
1011,2012,11,4
1021,2010,5,4
1021,2011,14,4
1021,2012,7,4
1025,2010,0,0
1025,2011,0,0
1025,2012,2,5
1034,2010,0,0
1034,2011,0,0
1034,2012,0,0
1035,2010,2,3
1035,2011,1,3
1035,2012,0,0
1036,2010,0,5
1036,2011,0,0
1036,2012,1,5
1039,2010,0,0
1039,2011,0,3
1039,2012,0,0
1040,2010,0,0
1040,2011,0,0
1040,2012,0,0
1042,2010,3,4
1042,2011,5,4
1042,2012,5,3
1069,2010,0,3
1069,2011,1,1
1069,2012,0,0
1070,2010,4,5
1070,2011,0,2
1070,2012,1,4
1076,2010,4,4
1076,2011,1,4
1076,2012,3,4
1078,2010,0,0
1078,2011,1,1
1078,2012,1,5
1092,2010,2,3
1092,2011,0,0
1092,2012,0,5
1106,2010,0,0
1106,2011,0,0
1106,2012,0,0
1107,2010,1,4
1107,2011,0,0
1107,2012,1,5
1117,2010,0,0
1117,2011,2,2
1117,2012,1,4
1122,2010,0,5
1122,2011,0,0
1122,2012,0,0
1125,2010,0,0
1125,2011,0,0
1125,2012,0,5
1128,2010,2,4
1128,2011,11,4
1128,2012,16,4
1131,2010,15,4
1131,2011,11,4
1131,2012,14,4
1135,2010,0,0
1135,2011,4,5
1135,2012,3,4
1136,2010,0,4
1136,2011,0,2
1136,2012,0,4
1140,2010,1,5
1140,2011,0,0
1140,2012,0,0
1146,2010,2,4
1146,2011,0,0
1146,2012,1,5
1167,2010,0,0
1167,2011,0,0
1167,2012,0,0
1173,2010,0,0
1173,2011,0,0
1173,2012,0,0
1185,2010,0,0
1185,2011,0,1
1185,2012,0,0
1187,2010,3,4
1187,2011,3,4
1187,2012,4,5
1192,2010,0,0
1192,2011,0,0
1192,2012,1,1
1195,2010,3,5
1195,2011,4,4
1195,2012,0,3
1204,2010,0,0
1204,2011,0,0
1204,2012,1,5
1205,2010,0,0
1205,2011,0,0
1205,2012,0,0
1207,2010,2,5
1207,2011,3,4
1207,2012,1,4
1212,2010,21,4
1212,2011,11,4
1212,2012,2,4
1216,2010,0,0
1216,2011,0,0
1216,2012,0,0
1220,2010,0,3
1220,2011,0,0
1220,2012,0,0
1225,2010,0,0
1225,2011,0,5
1225,2012,1,5
1226,2010,0,0
1226,2011,0,0
1226,2012,0,0
1231,2010,0,0
1231,2011,0,0
1231,2012,0,0
1236,2010,0,5
1236,2011,1,2
1236,2012,0,0
1240,2010,0,4
1240,2011,1,3
1240,2012,0,3
1246,2010,2,3
1246,2011,2,4
1246,2012,0,0
1250,2010,0,3
1250,2011,5,4
1250,2012,3,4
1252,2010,1,1
1252,2011,0,0
1252,2012,0,0
1254,2010,0,0
1254,2011,0,0
1254,2012,0,0
1255,2010,0,0
1255,2011,4,3
1255,2012,3,3
1256,2010,0,0
1256,2011,0,0
1256,2012,0,0
1259,2010,0,0
1259,2011,1,5
1259,2012,1,2
1264,2010,0,0
1264,2011,4,3
1264,2012,0,5
1265,2010,1,3
1265,2011,3,3
1265,2012,14,4
1269,2010,1,1
1269,2011,3,3
1269,2012,1,2
1271,2010,0,0
1271,2011,0,0
1271,2012,0,0
1275,2010,0,0
1275,2011,2,5
1275,2012,0,3
1281,2010,3,5
1281,2011,1,5
1281,2012,1,5
1294,2010,1,5
1294,2011,2,2
1294,2012,0,1
1296,2010,7,2
1296,2011,5,1
1296,2012,3,1
1301,2010,5,5
1301,2011,0,4
1301,2012,0,4
1303,2010,0,0
1303,2011,1,4
1303,2012,1,5
1305,2010,0,5
1305,2011,0,0
1305,2012,0,0
1313,2010,0,0
1313,2011,0,0
1313,2012,0,0
1317,2010,1,5
1317,2011,1,1
1317,2012,0,0
1325,2010,3,4
1325,2011,5,5
1325,2012,27,4
1337,2010,2,5
1337,2011,1,5
1337,2012,0,0
1340,2010,2,1
1340,2011,2,4
1340,2012,0,0
1343,2010,0,0
1343,2011,1,5
1343,2012,1,3
1346,2010,0,5
1346,2011,0,0
1346,2012,1,1
1350,2010,0,0
1350,2011,1,5
1350,2012,0,0
1351,2010,1,5
1351,2011,30,4
1351,2012,3,5
1352,2010,0,0
1352,2011,0,0
1352,2012,0,0
1355,2010,0,0
1355,2011,0,0
1355,2012,0,0
1358,2010,0,5
1358,2011,0,0
1358,2012,8,4
1359,2010,7,5
1359,2011,0,5
1359,2012,0,0
1371,2010,4,2
1371,2011,1,2
1371,2012,0,0
1380,2010,0,5
1380,2011,0,5
1380,2012,2,5
1381,2010,0,4
1381,2011,0,4
1381,2012,0,5
1385,2010,0,0
1385,2011,0,0
1385,2012,1,4
1386,2010,0,0
1386,2011,0,0
1386,2012,1,4
1388,2010,2,3
1388,2011,2,5
1388,2012,2,5
1391,2010,0,0
1391,2011,1,4
1391,2012,0,0
1396,2010,0,5
1396,2011,0,4
1396,2012,0,5
1403,2010,0,0
1403,2011,42,4
1403,2012,25,4
1405,2010,4,4
1405,2011,2,4
1405,2012,1,4
1407,2010,1,1
1407,2011,0,0
1407,2012,0,1
1413,2010,1,1
1413,2011,0,0
1413,2012,0,1
1419,2010,6,4
1419,2011,7,4
1419,2012,6,4
1420,2010,1,3
1420,2011,2,1
1420,2012,1,1
1422,2010,5,4
1422,2011,1,4
1422,2012,9,4
1429,2010,0,0
1429,2011,0,0
1429,2012,0,0
1432,2010,1,3
1432,2011,0,5
1432,2012,0,5
1436,2010,0,0
1436,2011,0,0
1436,2012,0,0
1438,2010,0,0
1438,2011,1,5
1438,2012,2,4
1449,2010,19,4
1449,2011,25,4
1449,2012,17,4
1455,2010,0,0
1455,2011,0,0
1455,2012,0,0
1466,2010,1,5
1466,2011,0,0
1466,2012,0,0
1469,2010,1,5
1469,2011,0,0
1469,2012,0,0
1474,2010,0,0
1474,2011,0,0
1474,2012,0,0
1481,2010,0,0
1481,2011,1,4
1481,2012,0,0
1487,2010,2,5
1487,2011,2,5
1487,2012,1,3
1495,2010,0,0
1495,2011,0,0
1495,2012,1,5
1500,2010,2,3
1500,2011,3,4
1500,2012,5,4
1506,2010,0,0
1506,2011,0,1
1506,2012,1,1
1507,2010,0,0
1507,2011,0,0
1507,2012,1,1
1510,2010,0,4
1510,2011,0,4
1510,2012,0,4
1515,2010,6,4
1515,2011,1,3
1515,2012,0,0
1524,2010,0,0
1524,2011,5,4
1524,2012,1,5
1528,2010,1,5
1528,2011,6,3
1528,2012,4,3
1532,2010,0,0
1532,2011,0,0
1532,2012,0,0
1536,2010,0,0
1536,2011,10,4
1536,2012,8,3
1543,2010,0,3
1543,2011,0,0
1543,2012,0,5
1548,2010,3,4
1548,2011,0,5
1548,2012,3,4
1550,2010,0,0
1550,2011,1,5
1550,2012,0,2
1560,2010,5,4
1560,2011,1,2
1560,2012,3,4
1562,2010,3,4
1562,2011,2,5
1562,2012,0,5
1563,2010,5,5
1563,2011,1,5
1563,2012,0,0
1569,2010,0,0
1569,2011,1,1
1569,2012,0,0
1576,2010,0,4
1576,2011,1,5
1576,2012,0,3
1581,2010,0,3
1581,2011,0,3
1581,2012,0,4
1583,2010,0,0
1583,2011,1,5
1583,2012,0,5
1585,2010,0,0
1585,2011,0,0
1585,2012,0,0
1586,2010,1,4
1586,2011,3,4
1586,2012,0,3
1587,2010,2,3
1587,2011,1,1
1587,2012,3,4
1589,2010,1,4
1589,2011,0,0
1589,2012,0,0
1592,2010,0,0
1592,2011,0,0
1592,2012,0,0
1598,2010,2,2
1598,2011,1,4
1598,2012,2,3
1599,2010,1,1
1599,2011,0,0
1599,2012,0,1
1601,2010,0,0
1601,2011,0,0
1601,2012,1,5
1612,2010,0,0
1612,2011,1,5
1612,2012,1,4
1622,2010,1,5
1622,2011,0,4
1622,2012,2,5
1623,2010,1,3
1623,2011,0,2
1623,2012,0,1
1625,2010,0,0
1625,2011,0,0
1625,2012,1,1
1627,2010,1,5
1627,2011,0,0
1627,2012,0,0
1646,2010,0,0
1646,2011,4,4
1646,2012,4,5
1647,2010,1,4
1647,2011,1,3
1647,2012,0,4
1664,2010,0,2
1664,2011,1,4
1664,2012,0,5
1668,2010,0,0
1668,2011,0,0
1668,2012,0,0
1672,2010,0,0
1672,2011,0,0
1672,2012,0,0
1676,2010,2,4
1676,2011,2,4
1676,2012,0,3
1680,2010,0,0
1680,2011,0,0
1680,2012,0,0
1681,2010,0,0
1681,2011,0,0
1681,2012,0,0
1684,2010,0,0
1684,2011,0,0
1684,2012,0,0
1690,2010,3,3
1690,2011,3,1
1690,2012,2,3
1691,2010,0,0
1691,2011,0,0
1691,2012,0,0
1698,2010,1,3
1698,2011,0,0
1698,2012,0,0
1701,2010,2,5
1701,2011,0,0
1701,2012,0,0
1710,2010,0,0
1710,2011,0,0
1710,2012,0,0
1713,2010,0,0
1713,2011,1,5
1713,2012,5,4
1721,2010,0,0
1721,2011,0,0
1721,2012,0,0
1724,2010,3,3
1724,2011,1,5
1724,2012,0,0
1726,2010,2,3
1726,2011,1,3
1726,2012,3,3
1729,2010,0,0
1729,2011,0,0
1729,2012,0,0
1738,2010,1,1
1738,2011,0,0
1738,2012,0,1
1739,2010,1,4
1739,2011,1,5
1739,2012,0,3
1746,2010,0,0
1746,2011,2,3
1746,2012,0,0
1748,2010,0,0
1748,2011,0,0
1748,2012,0,0
1765,2010,0,0
1765,2011,0,0
1765,2012,0,5
1766,2010,0,0
1766,2011,1,5
1766,2012,1,5
1772,2010,0,0
1772,2011,0,0
1772,2012,1,5
1775,2010,0,0
1775,2011,0,5
1775,2012,2,5
1777,2010,0,0
1777,2011,0,0
1777,2012,1,5
1781,2010,0,0
1781,2011,1,3
1781,2012,0,0
1782,2010,0,4
1782,2011,0,0
1782,2012,0,0
1786,2010,0,0
1786,2011,0,0
1786,2012,0,0
1788,2010,1,4
1788,2011,0,0
1788,2012,0,0
1790,2010,0,0
1790,2011,0,0
1790,2012,1,5
1791,2010,0,5
1791,2011,0,3
1791,2012,0,0
1804,2010,0,0
1804,2011,1,1
1804,2012,1,5
1807,2010,1,4
1807,2011,1,3
1807,2012,0,0
1810,2010,0,0
1810,2011,0,0
1810,2012,0,0
1812,2010,0,0
1812,2011,0,0
1812,2012,0,0
1813,2010,0,5
1813,2011,0,5
1813,2012,0,0
1815,2010,0,0
1815,2011,0,0
1815,2012,0,0
1816,2010,1,5
1816,2011,0,0
1816,2012,0,0
1819,2010,3,5
1819,2011,2,5
1819,2012,3,4
1824,2010,1,5
1824,2011,1,5
1824,2012,1,5
1837,2010,0,0
1837,2011,0,0
1837,2012,0,0
1840,2010,0,0
1840,2011,0,0
1840,2012,1,0
1841,2010,0,0
1841,2011,0,0
1841,2012,0,0
1844,2010,2,4
1844,2011,4,3
1844,2012,4,4
1852,2010,0,0
1852,2011,1,4
1852,2012,1,5
1853,2010,1,5
1853,2011,0,0
1853,2012,1,2
1857,2010,0,0
1857,2011,0,0
1857,2012,0,0
1864,2010,0,0
1864,2011,1,5
1864,2012,1,5
1871,2010,2,5
1871,2011,2,5
1871,2012,3,4
1878,2010,1,4
1878,2011,2,3
1878,2012,3,4
1881,2010,1,5
1881,2011,0,4
1881,2012,0,0
1884,2010,2,5
1884,2011,0,5
1884,2012,0,0
1889,2010,0,4
1889,2011,1,3
1889,2012,0,1
1891,2010,0,0
1891,2011,0,0
1891,2012,0,0
1892,2010,0,0
1892,2011,5,5
1892,2012,22,4
1893,2010,0,0
1893,2011,3,4
1893,2012,0,0
1896,2010,2,5
1896,2011,6,4
1896,2012,2,4
1898,2010,1,4
1898,2011,1,2
1898,2012,0,5
1912,2010,0,0
1912,2011,2,5
1912,2012,4,4
1914,2010,0,0
1914,2011,0,0
1914,2012,0,0
1921,2010,0,0
1921,2011,0,0
1921,2012,0,0
1922,2010,2,4
1922,2011,0,5
1922,2012,0,5
1925,2010,0,0
1925,2011,0,0
1925,2012,0,0
1929,2010,8,4
1929,2011,7,4
1929,2012,2,3
1932,2010,1,5
1932,2011,1,4
1932,2012,0,5
1936,2010,2,3
1936,2011,0,0
1936,2012,1,3
1941,2010,1,5
1941,2011,0,1
1941,2012,0,0
1942,2010,0,0
1942,2011,0,0
1942,2012,0,0
1952,2010,0,0
1952,2011,0,0
1952,2012,0,0
1954,2010,0,0
1954,2011,0,0
1954,2012,1,4
1955,2010,0,0
1955,2011,5,4
1955,2012,23,4
1956,2010,2,4
1956,2011,1,3
1956,2012,0,2
1957,2010,1,5
1957,2011,1,3
1957,2012,2,3
1963,2010,0,0
1963,2011,0,0
1963,2012,0,0
1969,2010,1,1
1969,2011,0,2
1969,2012,1,5
1974,2010,0,0
1974,2011,0,0
1974,2012,0,0
1977,2010,3,3
1977,2011,0,3
1977,2012,0,5
1981,2010,4,4
1981,2011,2,5
1981,2012,6,4
1982,2010,2,3
1982,2011,0,5
1982,2012,0,0
1986,2010,0,0
1986,2011,0,0
1986,2012,0,0
1998,2010,0,0
1998,2011,1,5
1998,2012,0,0
2000,2010,0,0
2000,2011,0,0
2000,2012,0,5
2008,2010,0,1
2008,2011,0,0
2008,2012,1,2
2016,2010,1,3
2016,2011,0,0
2016,2012,0,0
2022,2010,4,3
2022,2011,1,5
2022,2012,0,2
2023,2010,0,0
2023,2011,0,2
2023,2012,0,0
2026,2010,0,0
2026,2011,0,0
2026,2012,0,0
2027,2010,0,0
2027,2011,0,0
2027,2012,0,0
2038,2010,0,0
2038,2011,0,0
2038,2012,1,5
2041,2010,1,5
2041,2011,0,0
2041,2012,1,5
2042,2010,1,2
2042,2011,2,1
2042,2012,0,0
2043,2010,0,4
2043,2011,0,5
2043,2012,0,5
2048,2010,2,5
2048,2011,0,0
2048,2012,8,3
2050,2010,0,0
2050,2011,0,0
2050,2012,0,0
2065,2010,1,5
2065,2011,0,4
2065,2012,0,1
2069,2010,0,0
2069,2011,0,0
2069,2012,0,0
2073,2010,0,0
2073,2011,0,0
2073,2012,0,1
2079,2010,3,4
2079,2011,4,4
2079,2012,3,3
2081,2010,0,0
2081,2011,0,0
2081,2012,0,0
2087,2010,0,0
2087,2011,0,0
2087,2012,0,0
2090,2010,3,4
2090,2011,2,4
2090,2012,2,4
2100,2010,1,4
2100,2011,4,3
2100,2012,3,3
2111,2010,1,4
2111,2011,4,4
2111,2012,4,4
2113,2010,0,0
2113,2011,1,5
2113,2012,0,5
2116,2010,1,5
2116,2011,0,0
2116,2012,1,4
2118,2010,0,0
2118,2011,0,0
2118,2012,0,0
2122,2010,2,1
2122,2011,1,5
2122,2012,0,0
2128,2010,0,0
2128,2011,0,0
2128,2012,0,0
2132,2010,1,3
2132,2011,0,3
2132,2012,0,3
2135,2010,1,5
2135,2011,0,4
2135,2012,0,0
2146,2010,1,5
2146,2011,3,2
2146,2012,0,5
2148,2010,0,0
2148,2011,2,5
2148,2012,1,1
2149,2010,0,0
2149,2011,0,0
2149,2012,0,5
2150,2010,0,0
2150,2011,6,5
2150,2012,11,4
2153,2010,0,0
2153,2011,0,0
2153,2012,0,0
2154,2010,0,0
2154,2011,3,3
2154,2012,1,5
2155,2010,0,0
2155,2011,0,5
2155,2012,0,0
2160,2010,0,5
2160,2011,0,2
2160,2012,0,0
2162,2010,0,0
2162,2011,1,1
2162,2012,0,0
2165,2010,0,0
2165,2011,0,0
2165,2012,0,1
2173,2010,0,5
2173,2011,0,0
2173,2012,1,2
2180,2010,0,0
